"little_n" "big_n" "statistic" "mean" "median" "sd"
250 4346 "simpson" 0.991265504 0.991296 0.000627731695125447
250 4346 "shannon" 4.92584034701118 4.92712788581427 0.0498598880168994
250 4346 "unique" 160.972 161 5.86921320652638
300 301 "simpson" 0.99298 0.992977777777778 2.70845542561022e-05
300 301 "shannon" 5.11761678916768 5.11877176359753 0.00307835905949345
300 301 "unique" 192.589 193 0.492261435947735
300 302 "simpson" 0.992213933333333 0.9922 4.36582164893056e-05
300 302 "shannon" 5.03188090841294 5.03160730794028 0.00444372634221106
300 302 "unique" 180.274 180 0.67777827007318
300 304 "simpson" 0.992165644444444 0.992155555555556 6.593182669396e-05
300 304 "shannon" 5.03521184506058 5.03538605067996 0.0063291618425419
300 304 "unique" 181.48 182 0.953157126872853
300 308 "simpson" 0.992515022222222 0.992511111111111 8.89195364805592e-05
300 308 "shannon" 5.0891097637682 5.08889992298675 0.00897605385384806
300 308 "unique" 191.607 192 1.35217579455461
300 316 "simpson" 0.992415755555556 0.9924 0.000129859311274454
300 316 "shannon" 5.07863126272796 5.07804785820775 0.0129797390349516
300 316 "unique" 190.164 190 1.91905882838092
300 332 "simpson" 0.991565822222222 0.991555555555556 0.000220734152398696
300 332 "shannon" 4.99673212949284 4.99602135507153 0.0188581183798729
300 332 "unique" 179.083 179 2.61245783428861
300 364 "simpson" 0.991902466666667 0.991888888888889 0.000254627270532343
300 364 "shannon" 5.01820569952742 5.01828085267618 0.0235301980522267
300 364 "unique" 180.326 180 3.41253122613838
300 428 "simpson" 0.992290733333333 0.992288888888889 0.000295481120043531
300 428 "shannon" 5.04390466548298 5.04416906924687 0.0290545152678721
300 428 "unique" 182.128 182 4.26987679539443
300 556 "simpson" 0.991705155555556 0.991711111111111 0.000484128743614215
300 556 "shannon" 5.02165350354836 5.02111250328944 0.037685362662768
300 556 "unique" 182.651 183 5.04764080315524
300 812 "simpson" 0.991796044444444 0.991822222222222 0.00051021053676778
300 812 "shannon" 5.0171042140303 5.01828402262615 0.0434854791307075
300 812 "unique" 181.146 181 5.87479337485133
300 1324 "simpson" 0.992127111111111 0.992177777777778 0.000484803916348087
300 1324 "shannon" 5.03379368469214 5.03613458826458 0.0445574933160155
300 1324 "unique" 181.577 182 6.13234675117745
300 2348 "simpson" 0.991927555555556 0.991955555555556 0.000503205115462604
300 2348 "shannon" 5.02186141358161 5.023259284715 0.045992310498154
300 2348 "unique" 181.144 181 6.38717935086061
300 4396 "simpson" 0.991901 0.991911111111111 0.00055229248587403
300 4396 "shannon" 5.02146953634224 5.02185052542136 0.0489208242139242
300 4396 "unique" 181.143 181 6.56030400123265
350 351 "simpson" 0.99254746122449 0.992538775510204 2.67059906444123e-05
350 351 "shannon" 5.10617417910277 5.10657262702034 0.00286333705211322
350 351 "unique" 199.642 200 0.479652026021013
350 352 "simpson" 0.992816653061224 0.9928 4.231160287431e-05
350 352 "shannon" 5.16639762956271 5.16602238804372 0.00402332814183909
350 352 "unique" 211.255 211 0.678553929644085
350 354 "simpson" 0.99240426122449 0.992391836734694 5.96292154915105e-05
350 354 "shannon" 5.09503760480961 5.0951825356358 0.00588997724708006
350 354 "unique" 198.643 199 0.953131396744153
350 358 "simpson" 0.993118187755102 0.993110204081633 7.18650301495935e-05
350 358 "shannon" 5.16285568473085 5.16278346569542 0.00778732654955587
350 358 "unique" 206.209 206 1.33307767819288
350 366 "simpson" 0.992515885714286 0.99250612244898 0.000132206563320616
350 366 "shannon" 5.12939392809298 5.1294261156692 0.011061602830899
350 366 "unique" 203.615 204 1.83797528632816
350 382 "simpson" 0.992242367346939 0.992244897959184 0.000153947918203538
350 382 "shannon" 5.0678691462151 5.06838861935092 0.0146280139500416
350 382 "unique" 192.555 193 2.34957347097202
350 414 "simpson" 0.991562220408163 0.991575510204082 0.000257077978905252
350 414 "shannon" 5.02059669101294 5.02104044692206 0.0225154810850091
350 414 "unique" 189.621 190 3.38272106473499
350 478 "simpson" 0.992764391836735 0.992767346938775 0.000253921447809508
350 478 "shannon" 5.1300244699334 5.12945941323986 0.025714240111879
350 478 "unique" 202.127 202 4.28243040926648
350 606 "simpson" 0.992168097959184 0.992179591836735 0.000385063445764691
350 606 "shannon" 5.0907846694817 5.09024710045688 0.0351223174713451
350 606 "unique" 200.525 200 5.29938283750649
350 862 "simpson" 0.99228052244898 0.99229387755102 0.00043619059195673
350 862 "shannon" 5.09627348571753 5.0963834205304 0.0400083521211492
350 862 "unique" 200.493 200 6.02978517936661
350 1374 "simpson" 0.992516212244898 0.992538775510204 0.000457029048715483
350 1374 "shannon" 5.11840560581809 5.1195600277604 0.042907660670861
350 1374 "unique" 202.917 203 6.53703631960569
350 2398 "simpson" 0.992524359183673 0.992555102040816 0.000450066284527586
350 2398 "shannon" 5.11237300092463 5.11347143817028 0.0439397980152712
350 2398 "unique" 201.13 201 6.81171780826977
350 4446 "simpson" 0.992398530612245 0.992424489795918 0.000475775695522562
350 4446 "shannon" 5.09883709269651 5.0980761908527 0.0434787438547837
350 4446 "unique" 199.261 199 6.46116286945513
400 401 "simpson" 0.9932332625 0.993225 2.30335165929365e-05
400 401 "shannon" 5.20485226897862 5.20503664224179 0.00249527735965153
400 401 "unique" 220.675 221 0.468609213091887
400 402 "simpson" 0.9917555625 0.99175 4.53357770025686e-05
400 402 "shannon" 5.07794724321335 5.07768853290781 0.00375345710580349
400 402 "unique" 205.418 205 0.636931457600964
400 404 "simpson" 0.9923886875 0.992375 5.788109635334e-05
400 404 "shannon" 5.12517470338083 5.12511430587346 0.00535278953678622
400 404 "unique" 210.749 211 0.920242275624113
400 408 "simpson" 0.9931534375 0.99315 6.18590444893496e-05
400 408 "shannon" 5.18932326920187 5.18962001450673 0.00735682879083945
400 408 "unique" 219.398 220 1.3233848069807
400 416 "simpson" 0.992737125 0.9927375 0.000100755016988974
400 416 "shannon" 5.16146343944243 5.1620894192584 0.0100214349152211
400 416 "unique" 216.023 216 1.76226461593501
400 432 "simpson" 0.9927417125 0.9927375 0.000135023210453281
400 432 "shannon" 5.16500477972862 5.16527884547788 0.0139803432522396
400 432 "unique" 217.954 218 2.51200999086273
400 464 "simpson" 0.9926999125 0.9927 0.000197868138906051
400 464 "shannon" 5.16444367187444 5.16452200728514 0.0193514313204249
400 464 "unique" 218.049 218 3.41148607460695
400 528 "simpson" 0.992623725 0.992625 0.000280741210908736
400 528 "shannon" 5.15969446487414 5.15874885140743 0.0249407235641217
400 528 "unique" 216.674 217 4.18631690740792
400 656 "simpson" 0.9933514125 0.9933625 0.000268974107795554
400 656 "shannon" 5.2256856246021 5.22626478100967 0.0304454519865578
400 656 "unique" 226.514 226 5.47373417017722
400 912 "simpson" 0.9928121625 0.99283125 0.000365170274218647
400 912 "shannon" 5.17143204216107 5.17222000727421 0.0359749070815197
400 912 "unique" 217.634 218 6.12858903856376
400 1424 "simpson" 0.9927716625 0.992775 0.000394783401091696
400 1424 "shannon" 5.15776146968824 5.15684843020335 0.0416134850245152
400 1424 "unique" 215.31 215 6.99062005610152
400 2448 "simpson" 0.992736725 0.99275 0.000419081246258965
400 2448 "shannon" 5.15506417245824 5.1567692158953 0.0417914492471127
400 2448 "unique" 214.272 214 6.94407922162732
400 4496 "simpson" 0.9927411375 0.9927625 0.000454441282480998
400 4496 "shannon" 5.16058448835486 5.16092422768061 0.0442808211372421
400 4496 "unique" 216.082 216 7.14733239470226
450 451 "simpson" 0.993430597530864 0.993422222222222 1.7651375294506e-05
450 451 "shannon" 5.23239422486192 5.23237132184092 0.00228506578084988
450 451 "unique" 231.69 232 0.46272466339511
450 452 "simpson" 0.992088375308642 0.992079012345679 3.46490808387884e-05
450 452 "shannon" 5.10347903357824 5.10365937181429 0.00332189590878429
450 452 "unique" 213.484 214 0.610013209788214
450 454 "simpson" 0.993265254320988 0.993264197530864 3.89931356212432e-05
450 454 "shannon" 5.21194269227989 5.21210957570206 0.00447815698474171
450 454 "unique" 226.899 227 0.881803025951143
450 458 "simpson" 0.99331307654321 0.993313580246914 5.1890875852963e-05
450 458 "shannon" 5.21992815670663 5.21985788323953 0.00628263977062551
450 458 "unique" 229.661 230 1.2544531289182
450 466 "simpson" 0.993338143209877 0.993333333333333 6.8780979658225e-05
450 466 "shannon" 5.20676875940682 5.20716092186981 0.00854995817232725
450 466 "unique" 223.917 224 1.68729308596874
450 482 "simpson" 0.993127911111111 0.993125925925926 0.00011653476379473
450 482 "shannon" 5.22783864069349 5.22836319043571 0.0131407870577357
450 482 "unique" 235.559 236 2.51850389355703
450 514 "simpson" 0.992917758024691 0.992908641975309 0.000168340336376686
450 514 "shannon" 5.2081785733212 5.20822261737206 0.0170094262374701
450 514 "unique" 231.468 231 3.2322474260835
450 578 "simpson" 0.993541580246914 0.993540740740741 0.000188037101282024
450 578 "shannon" 5.25902280311236 5.25867691949949 0.0222250674340238
450 578 "unique" 236.911 237 4.3418810360178
450 706 "simpson" 0.992995328395062 0.993007407407407 0.000302223778038543
450 706 "shannon" 5.22757984503831 5.2270451508404 0.0288145474172834
450 706 "unique" 235.206 235 5.39376090095368
450 962 "simpson" 0.992923901234568 0.992938271604938 0.000313930908171813
450 962 "shannon" 5.17917578608691 5.17978792368162 0.0340053608279068
450 962 "unique" 222.688 223 6.11735875015337
450 1474 "simpson" 0.993278795061728 0.993293827160494 0.00034236052418692
450 1474 "shannon" 5.23126006615517 5.23168821944931 0.0380483693195223
450 1474 "unique" 232.873 233 6.8604618603223
450 2498 "simpson" 0.99307470617284 0.993096296296296 0.000387149906627726
450 2498 "shannon" 5.21746378985369 5.21828266413936 0.0396527867461149
450 2498 "unique" 231.657 232 7.26967669151794
450 4546 "simpson" 0.993016227160494 0.993037037037037 0.000398049914569701
450 4546 "shannon" 5.20918197502892 5.20765994692622 0.0418081876593942
450 4546 "unique" 230.512 230 7.62758389242859
500 501 "simpson" 0.993441992 0.993432 1.93872071170798e-05
500 501 "shannon" 5.27967808904512 5.2794442473209 0.00215159978174948
500 501 "unique" 248.719 249 0.449712398362819
500 502 "simpson" 0.99277708 0.992768 3.47900553024555e-05
500 502 "shannon" 5.24648075885094 5.24658048016845 0.00326506028711011
500 502 "unique" 250.437 251 0.643774374641802
500 504 "simpson" 0.99240172 0.992392 4.90252697807706e-05
500 504 "shannon" 5.18235940882252 5.18263284360615 0.00441558859773378
500 504 "unique" 235.974 236 0.85793942680125
500 508 "simpson" 0.992900904 0.992896 5.61029975164467e-05
500 508 "shannon" 5.21237814342124 5.21234668328583 0.00608546627638968
500 508 "unique" 239.901 240 1.18937530393632
500 516 "simpson" 0.993480872 0.99348 7.21973134407893e-05
500 516 "shannon" 5.27578791651332 5.27565375713269 0.00822168371674881
500 516 "unique" 246.959 247 1.70769881279904
500 532 "simpson" 0.993075176 0.993072 0.000114431322423326
500 532 "shannon" 5.23872373084504 5.23896483514493 0.012124361676116
500 532 "unique" 243.498 244 2.44539894004556
500 564 "simpson" 0.993129856 0.993128 0.000163905913293
500 564 "shannon" 5.26480068425951 5.26413677087443 0.016156842022716
500 564 "unique" 249.383 249 3.24974950909634
500 628 "simpson" 0.99348796 0.993488 0.000176594677383209
500 628 "shannon" 5.27400810396645 5.27378253009013 0.0209123090460051
500 628 "unique" 248.725 249 4.25058142404571
500 756 "simpson" 0.993348896 0.993344 0.000240384804091354
500 756 "shannon" 5.25842449638048 5.2590806003132 0.0264423330667737
500 756 "unique" 244.248 244 5.35342461935864
500 1012 "simpson" 0.992861552 0.992872 0.000353393942470122
500 1012 "shannon" 5.23386935641665 5.23423244783691 0.0332036906884479
500 1012 "unique" 244.659 245 6.22313799031055
500 1524 "simpson" 0.993468536 0.993496 0.00031618441025023
500 1524 "shannon" 5.27619170010711 5.27584602180615 0.0353746673712843
500 1524 "unique" 247.116 247 7.15288107741962
500 2548 "simpson" 0.993272456 0.993312 0.000372314848495745
500 2548 "shannon" 5.2549093489443 5.25572831251885 0.038134804607822
500 2548 "unique" 244.287 244 7.11570546497425
500 4596 "simpson" 0.993249512 0.993272 0.000383093631618415
500 4596 "shannon" 5.25497004612925 5.25557432573443 0.0406206798841636
500 4596 "unique" 244.914 245 7.68737274364265
550 551 "simpson" 0.993939596694215 0.993937190082645 1.46866749906052e-05
550 551 "shannon" 5.3495143425573 5.35011226609323 0.00195858601390042
550 551 "unique" 270.723 271 0.447740406342193
550 552 "simpson" 0.993441137190083 0.993434710743802 2.51254089691976e-05
550 552 "shannon" 5.31928186547029 5.31935521802978 0.00282168304386493
550 552 "unique" 267.432 268 0.632278242371008
550 554 "simpson" 0.993677414876033 0.993672727272727 3.11857105854563e-05
550 554 "shannon" 5.30931994771578 5.30953370824351 0.00379676514374358
550 554 "unique" 258.951 259 0.869111243946567
550 558 "simpson" 0.993313633057851 0.993309090909091 5.34779406550464e-05
550 558 "shannon" 5.29294525543486 5.29291666165253 0.00579754296286888
550 558 "unique" 262.82 263 1.27012330630267
550 566 "simpson" 0.993013930578512 0.993011570247934 7.18393930356648e-05
550 566 "shannon" 5.25367560900555 5.25374870802619 0.00784314897681125
550 566 "unique" 254.953 255 1.7168979989326
550 582 "simpson" 0.993644125619835 0.993639669421488 9.35657494231366e-05
550 582 "shannon" 5.32421163807124 5.32442214346678 0.0108069548545063
550 582 "unique" 265.778 266 2.4092572549482
550 614 "simpson" 0.993903748760331 0.993897520661157 0.000124602020168115
550 614 "shannon" 5.360696542202 5.3601238640208 0.0152628590522865
550 614 "unique" 272.979 273 3.46678202048782
550 678 "simpson" 0.993655636363636 0.993652892561983 0.000155603930936935
550 678 "shannon" 5.31051579815925 5.31111601586618 0.0186291020315307
550 678 "unique" 260.891 261 4.19388932945395
550 806 "simpson" 0.993395451239669 0.993395041322314 0.000226996971070241
550 806 "shannon" 5.2805823208888 5.28046978005782 0.024588840965285
550 806 "unique" 254.435 254 5.02703153422037
550 1062 "simpson" 0.993127299173554 0.993123966942149 0.000318447285860007
550 1062 "shannon" 5.27816910663893 5.27819718135183 0.0309393416558814
550 1062 "unique" 258.182 258 6.34563969534538
550 1574 "simpson" 0.993850631404959 0.993851239669421 0.000268717138625447
550 1574 "shannon" 5.33369045162435 5.33320948933334 0.0324818977856698
550 1574 "unique" 263.763 264 6.93389572389937
550 2598 "simpson" 0.993466459504132 0.993480991735537 0.000358357146674083
550 2598 "shannon" 5.29551681080113 5.29536348233434 0.0379494255638042
550 2598 "unique" 257.747 258 7.54413049362913
550 4646 "simpson" 0.993469957024793 0.993487603305785 0.000357384533687898
550 4646 "shannon" 5.29405224505777 5.29538641483727 0.0397053063348603
550 4646 "unique" 257.961 257 8.07072584193117
600 601 "simpson" 0.99357175 0.993566666666667 1.75292795013785e-05
600 601 "shannon" 5.32645232004353 5.32675330889206 0.00181845495628186
600 601 "unique" 268.772 269 0.419752536850217
600 602 "simpson" 0.9932845 0.993277777777778 3.01505243046361e-05
600 602 "shannon" 5.34994075839348 5.3498774747983 0.00285134930757545
600 602 "unique" 285.457 286 0.63130780887737
600 604 "simpson" 0.99291725 0.992911111111111 3.50122080528665e-05
600 604 "shannon" 5.23358731939882 5.23376051856408 0.0036122234481854
600 604 "unique" 252.201 252 0.797015830604529
600 608 "simpson" 0.993648516666667 0.993644444444444 4.30818367269449e-05
600 608 "shannon" 5.33120627324032 5.3313322899345 0.00498739455097981
600 608 "unique" 271.192 271 1.14212102705468
600 616 "simpson" 0.993773388888889 0.993766666666667 5.53164412639301e-05
600 616 "shannon" 5.33927627050377 5.3391440070424 0.00716930561829403
600 616 "unique" 274.134 274 1.67596326118828
600 632 "simpson" 0.993226655555556 0.993222222222222 9.97836851437018e-05
600 632 "shannon" 5.28368481512768 5.28348891786424 0.0103260891282926
600 632 "unique" 262.186 262 2.24197021176252
600 664 "simpson" 0.993335861111111 0.993333333333333 0.000128314504201714
600 664 "shannon" 5.29373025944355 5.29361745447735 0.0137287812676709
600 664 "unique" 264.279 264 3.10270620358838
600 728 "simpson" 0.993251738888889 0.993244444444444 0.000174352235798841
600 728 "shannon" 5.2911962354788 5.29113858474393 0.0184795479959785
600 728 "unique" 266.136 266 4.11368769189233
600 856 "simpson" 0.993093027777778 0.9931 0.000222107353736862
600 856 "shannon" 5.2697581071708 5.26965608780703 0.0230377359051617
600 856 "unique" 261.172 261 4.98410044614447
600 1112 "simpson" 0.99351925 0.993516666666667 0.000250085365558662
600 1112 "shannon" 5.3094529154512 5.30913449961496 0.0290746834347291
600 1112 "unique" 267.63 268 6.32764878443322
600 1624 "simpson" 0.993818738888889 0.993827777777778 0.000265577235521584
600 1624 "shannon" 5.33720112408864 5.33651098868238 0.0328478315181759
600 1624 "unique" 269.96 270 7.21584842332961
600 2648 "simpson" 0.993746238888889 0.993766666666667 0.000301326107516789
600 2648 "shannon" 5.33752948999327 5.33711998002293 0.0355475108109441
600 2648 "unique" 271.631 272 7.69688775292202
600 4696 "simpson" 0.993597377777778 0.993622222222222 0.000348592157534796
600 4696 "shannon" 5.32440548567264 5.32452686054846 0.0393452732718532
600 4696 "unique" 269.65 269 8.26921277268156
650 651 "simpson" 0.994110731360947 0.99410650887574 1.26040118151464e-05
650 651 "shannon" 5.38773505532279 5.38792434066407 0.00159491016438044
650 651 "unique" 283.808 284 0.394070160366519
650 652 "simpson" 0.993661476923077 0.993659171597633 1.88320624874738e-05
650 652 "shannon" 5.33680226910144 5.33695048464128 0.00238147057200812
650 652 "unique" 277.554 278 0.594506044912439
650 654 "simpson" 0.99407515739645 0.994073372781065 2.72368253947487e-05
650 654 "shannon" 5.41566055631152 5.4158087128181 0.00348084005807959
650 654 "unique" 299.973 300 0.887162926444768
650 658 "simpson" 0.993880426035503 0.993879289940828 3.75964927417117e-05
650 658 "shannon" 5.35196007272868 5.35220885949575 0.0046421343735055
650 658 "unique" 277.348 277 1.12701648886171
650 666 "simpson" 0.9935 0.993495857988166 6.40003093664239e-05
650 666 "shannon" 5.33810934753777 5.33823338463773 0.00669836869078522
650 666 "unique" 278.724 279 1.58692858766308
650 682 "simpson" 0.993473732544379 0.993472189349112 8.79473758321965e-05
650 682 "shannon" 5.34329143599805 5.34409668068055 0.0101985695950939
650 682 "unique" 286.662 287 2.34462219840495
650 714 "simpson" 0.993623943195266 0.993618934911243 0.000122532859625422
650 714 "shannon" 5.35489206655238 5.35533156925864 0.013509416197597
650 714 "unique" 283.475 284 3.13802839729378
650 778 "simpson" 0.993854546745562 0.993850887573965 0.000142840030708213
650 778 "shannon" 5.36561398338864 5.36580576615472 0.0161317909838709
650 778 "unique" 280.529 281 4.04988401816157
650 906 "simpson" 0.993901055621302 0.993907692307692 0.000175162105143087
